author,shortname,id,url,abstract
Mohammad Alizadeh,Alizadeh_Mohammad,arXiv:1802.04948,https://arxiv.org/abs/1802.04948,"b'Abstract:  Neural networks have been shown to be an effective tool for learning\nalgorithms over graph-structured data. However, graph representation\ntechniques---that convert graphs to real-valued vectors for use with neural\nnetworks---are still in their infancy. Recent works have proposed several\napproaches (e.g., graph convolutional networks), but these methods have\ndifficulty scaling and generalizing to graphs with different sizes and shapes.\nWe present Graph2Seq, a new technique that represents vertices of graphs as\ninfinite time-series. By not limiting the representation to a fixed dimension,\nGraph2Seq scales naturally to graphs of arbitrary sizes and shapes. Graph2Seq\nis also reversible, allowing full recovery of the graph structure from the\nsequences. By analyzing a formal computational model for graph representation,\nwe show that an unbounded sequence is necessary for scalability. Our\nexperimental results with Graph2Seq show strong generalization and new\nstate-of-the-art performance on a variety of graph combinatorial optimization\nproblems.'"
Mohammad Alizadeh,Alizadeh_Mohammad,arXiv:1802.03680,https://arxiv.org/abs/1802.03680,"b'Abstract:  Mapping road networks is currently both expensive and labor-intensive.\nHigh-resolution aerial imagery provides a promising avenue to automatically\ninfer a road network. Prior work uses convolutional neural networks (CNNs) to\ndetect which pixels belong to a road (segmentation), and then uses complex\npost-processing heuristics to infer graph connectivity. We show that these\nsegmentation methods have high error rates because noisy CNN outputs are\ndifficult to correct. We propose RoadTracer, a new method to automatically\nconstruct accurate road network maps from aerial images. RoadTracer uses an\niterative search process guided by a CNN-based decision function to derive the\nroad network graph directly from the output of the CNN. We compare our approach\nwith a segmentation method on fifteen cities, and find that at a 5% error rate,\nRoadTracer correctly captures 45% more junctions across these cities.'"
Mohammad Alizadeh,Alizadeh_Mohammad,arXiv:1801.04519,https://arxiv.org/abs/1801.04519,b'Abstract:  Let $\\mathcal{A}$ and $\\mathcal{B}$\\ are $C^{\\huge \\ast}%\n$-algebras\\textbf{.} A\\textbf{ }linear map $\\phi:\\mathcal{A\\rightarrow B}$ is\n$C^{\\ast}$-Jordan homomorphism if it is a Jordan homomorphism which preserves\nthe adjoint operation. In this note we show that $C^{\\ast}$-Jordan\nhomomorphisms -- under mild assumptions -- preserving covariance set and\ncovariance coset in $C^{\\ast}$-algebras.'
Mohammad Alizadeh,Alizadeh_Mohammad,arXiv:1702.02588,https://arxiv.org/abs/1702.02588,"b'Abstract:  As its price per bit drops, SSD is increasingly becoming the default storage\nmedium for cloud application databases. However, it has not become the\npreferred storage medium for key-value caches, even though SSD offers more than\n10x lower price per bit and sufficient performance compared to DRAM. This is\nbecause key-value caches need to frequently insert, update and evict small\nobjects. This causes excessive writes and erasures on flash storage, since\nflash only supports writes and erasures of large chunks of data. These\nexcessive writes and erasures significantly shorten the lifetime of flash,\nrendering it impractical to use for key-value caches. We present Flashield, a\nhybrid key-value cache that uses DRAM as a ""filter"" to minimize writes to SSD.\nFlashield performs light-weight machine learning profiling to predict which\nobjects are likely to be read frequently before getting updated; these objects,\nwhich are prime candidates to be stored on SSD, are written to SSD in large\nchunks sequentially. In order to efficiently utilize the cache\'s available\nmemory, we design a novel in-memory index for the variable-sized objects stored\non flash that requires only 4 bytes per object in DRAM. We describe Flashield\'s\ndesign and implementation and, we evaluate it on a real-world cache trace.\nCompared to state-of-the-art systems that suffer a write amplification of 2.5x\nor more, Flashield maintains a median write amplification of 0.5x without any\nloss of hit rate or throughput.'"
Mohammad Alizadeh,Alizadeh_Mohammad,arXiv:1602.06045,https://arxiv.org/abs/1602.06045,"b'Abstract:  Switches today provide a small set of scheduling algorithms. While we can\ntweak scheduling parameters, we cannot modify algorithmic logic, or add a\ncompletely new algorithm, after the switch has been designed. This paper\npresents a design for a programmable packet scheduler, which allows scheduling\nalgorithms---potentially algorithms that are unknown today---to be programmed\ninto a switch without requiring hardware redesign.\nOur design builds on the observation that scheduling algorithms make two\ndecisions: in what order to schedule packets and when to schedule them.\nFurther, in many scheduling algorithms these decisions can be made when packets\nare enqueued. We leverage this observation to build a programmable scheduler\nusing a single abstraction: the push-in first-out queue (PIFO), a priority\nqueue that maintains the scheduling order and time for such algorithms.\nWe show that a programmable scheduler using PIFOs lets us program a wide\nvariety of scheduling algorithms. We present a detailed hardware design for\nthis scheduler for a 64-port 10 Gbit/s shared-memory switch with <4% chip area\noverhead on a 16-nm standard-cell library. Our design lets us program many\nsophisticated algorithms, such as a 5-level hierarchical scheduler with\nprogrammable scheduling algorithms at each level.'"
Mohammad Alizadeh,Alizadeh_Mohammad,arXiv:1512.05023,https://arxiv.org/abs/1512.05023,"b""Abstract:  Many algorithms for congestion control, scheduling, network measurement,\nactive queue management, security, and load balancing require custom processing\nof packets as they traverse the data plane of a network switch. To run at line\nrate, these data-plane algorithms must be in hardware. With today's switch\nhardware, algorithms cannot be changed, nor new algorithms installed, after a\nswitch has been built.\nThis paper shows how to program data-plane algorithms in a high-level\nlanguage and compile those programs into low-level microcode that can run on\nemerging programmable line-rate switching chipsets. The key challenge is that\nthese algorithms create and modify algorithmic state. The key idea to achieve\nline-rate programmability for stateful algorithms is the notion of a packet\ntransaction : a sequential code block that is atomic and isolated from other\nsuch code blocks. We have developed this idea in Domino, a C-like imperative\nlanguage to express data-plane algorithms. We show with many examples that\nDomino provides a convenient and natural way to express sophisticated\ndata-plane algorithms, and show that these algorithms can be run at line rate\nwith modest estimated die-area overhead."""
Mohammad Alizadeh,Alizadeh_Mohammad,arXiv:1512.01271,https://arxiv.org/abs/1512.01271,"b""Abstract:  Hybrid switching - in which a high bandwidth circuit switch (optical or\nwireless) is used in conjunction with a low bandwidth packet switch - is a\npromising alternative to interconnect servers in today's large scale\ndata-centers. Circuit switches offer a very high link rate, but incur a\nnon-trivial reconfiguration delay which makes their scheduling challenging. In\nthis paper, we demonstrate a lightweight, simple and nearly-optimal scheduling\nalgorithm that trades-off configuration costs with the benefits of\nreconfiguration that match the traffic demands. The algorithm has strong\nconnections to submodular optimization, has performance at least half that of\nthe optimal schedule and strictly outperforms state of the art in a variety of\ntraffic demand settings. These ideas naturally generalize: we see that indirect\nrouting leads to exponential connectivity; this is another phenomenon of the\npower of multi hop routing, distinct from the well-known load balancing\neffects."""
Mohammad Alizadeh,Alizadeh_Mohammad,arXiv:1405.7143,https://arxiv.org/abs/1405.7143,"b'Abstract:  This paper presents a practical approach to rapidly introduce new dataplane\nfunctionality into networks: End-hosts embed tiny programs into packets to\nactively query and manipulate a network\'s internal state. We show how this\n""tiny packet program"" (TPP) interface gives end-hosts unprecedented visibility\ninto network behavior, enabling them to work with the network to achieve a\ncommon goal. Our design leverages what each component does best: (a) switches\nforward and execute tiny packet programs (at most 5 instructions) at line rate,\nand (b) end-hosts perform arbitrary computation on network state, which are\neasy to evolve. Using a hardware prototype on a NetFPGA, we show our design is\nfeasible, at a reasonable cost. By implementing three different research\nproposals, we show that TPPs are also useful. And finally, we present an\narchitecture in which they can be made secure.'"
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1902.02816,https://arxiv.org/abs/1902.02816,"b""Abstract:  Modern microprocessors are equipped with Single Instruction Multiple Data\n(SIMD) or vector instructions which expose data level parallelism at a fine\ngranularity. Programmers exploit this parallelism by using low-level vector\nintrinsics in their code. However, once programs are written using vector\nintrinsics of a specific instruction set, the code becomes non-portable. Modern\ncompilers are unable to analyze and retarget the code to newer vector\ninstruction sets. Hence, programmers have to manually rewrite the same code\nusing vector intrinsics of a newer generation to exploit higher data widths and\ncapabilities of new instruction sets. This process is tedious, error-prone and\nrequires maintaining multiple code bases. We propose Revec, a compiler\noptimization pass which revectorizes already vectorized code, by retargeting it\nto use vector instructions of newer generations. The transformation is\ntransparent, happening at the compiler intermediate representation level, and\nenables performance portability of hand-vectorized code.\nRevec can achieve performance improvements in real-world performance critical\nkernels. In particular, Revec achieves geometric mean speedups of 1.160$\\times$\nand 1.430$\\times$ on fast integer unpacking kernels, and speedups of\n1.145$\\times$ and 1.195$\\times$ on hand-vectorized x265 media codec kernels\nwhen retargeting their SSE-series implementations to use AVX2 and AVX-512\nvector instructions respectively. We also extensively test Revec's impact on\n216 intrinsic-rich implementations of image processing and stencil kernels\nrelative to hand-retargeting."""
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1808.07412,https://arxiv.org/abs/1808.07412,"b""Abstract:  Statically estimating the number of processor clock cycles it takes to\nexecute a basic block of assembly instructions in steady state (throughput) is\nimportant for compiler backend optimizations such as register allocation,\ninstruction selection and instruction scheduling. This is complicated specially\nin modern x86-64 Complex Instruction Set Computer (CISC) machines with\nsophisticated processor microarchitectures. Traditionally, compiler writers\ninvest time experimenting and referring to processor manuals to analytically\nmodel modern processors with incomplete specifications. This is tedious, error\nprone and should be done for each processor generation. We present Ithemal, the\nfirst automatically learnt estimator to statically predict throughput of a set\nof basic block instructions using machine learning. Ithemal uses a novel\nDirected Acyclic Graph-Recurrent Neural Network (DAG-RNN) based data-driven\napproach for throughput estimation. We show that Ithemal is accurate than\nstate-of-the-art hand written tools used in compiler backends and static\nmachine code analyzers. In particular, our model has a worst case average error\nof 10.53% on actual throughput values when compared to best case average errors\nof 19.57% for the LLVM scheduler (llvm-mca) and 22.51% for IACA, Intel's\nmachine code analyzer when compared on three different microarchitectures,\nwhile predicting throughput values at a faster rate than aforementioned tools.\nWe also show that Ithemal is portable, learning throughput estimation for Intel\nNehalem, Haswell and Skylake microarchitectures without requiring changes to\nits structure."""
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1807.01624,https://arxiv.org/abs/1807.01624,"b'Abstract:  Modern out-of-order processors have increased capacity to exploit instruction\nlevel parallelism (ILP) and memory level parallelism (MLP), e.g., by using wide\nsuperscalar pipelines and vector execution units, as well as deep buffers for\nin-flight memory requests. These resources, however, often exhibit poor\nutilization rates on workloads with large working sets, e.g., in-memory\ndatabases, key-value stores, and graph analytics, as compilers and hardware\nstruggle to expose ILP and MLP from the instruction stream automatically.\nIn this paper, we introduce the IMLP (Instruction and Memory Level\nParallelism) task programming model. IMLP tasks execute as coroutines that\nyield execution at annotated long-latency operations, e.g., memory accesses,\ndivisions, or unpredictable branches. IMLP tasks are interleaved on a single\nthread, and integrate well with thread parallelism and vectorization. Our DSL\nembedded in C++, Cimple, allows exploration of task scheduling and\ntransformations, such as buffering, vectorization, pipelining, and prefetching.\nWe demonstrate state-of-the-art performance on core algorithms used in\nin-memory databases that operate on arrays, hash tables, trees, and skip lists.\nCimple applications reach 2.5x throughput gains over hardware multithreading on\na multi-core, and 6.4x single thread speedup.'"
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1805.00923,https://arxiv.org/abs/1805.00923,"b'Abstract:  The performance bottlenecks of graph applications depend not only on the\nalgorithm and the underlying hardware, but also on the size and structure of\nthe input graph. Programmers must try different combinations of a large set of\ntechniques to develop the best implementation for a specific algorithm and type\nof graph. Existing graph frameworks lack flexibility, supporting only a limited\nset of optimizations.\nThis paper introduces GraphIt, a new DSL for graph computations that\ngenerates fast implementations for algorithms with different performance\ncharacteristics running on graphs with different sizes and structures. GraphIt\nseparates what is computed (algorithm) from how it is computed (schedule).\nProgrammers specify the algorithm using an algorithm language, and performance\noptimizations are specified using a scheduling language. The algorithm language\nsimplifies expressing the algorithms. We formulate graph optimizations,\nincluding edge traversal direction, data layout, parallelization, cache, NUMA,\nand kernel fusion optimizations, as tradeoffs among locality, parallelism, and\nwork-efficiency. The scheduling language enables programmers to easily search\nthrough this complicated tradeoff space by composing together optimizations. We\nalso built an autotuner to automatically find high-performance schedules. The\ncompiler uses a new scheduling representation, the graph iteration space, to\nmodel, compose, and ensure the validity of the large number of optimizations.\nGraphIt outperforms the next fastest of six state-of-the-art shared-memory\nframeworks (Ligra, Green-Marl, GraphMat, Galois, Gemini, and Grazelle) on 24\nout of 32 experiments by up to 4.8$\\times$, and is never more than 43% slower\nthan the fastest framework on the other experiments. GraphIt also reduces the\nlines of code by up to an order of magnitude compared to the next fastest\nframework.'"
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1804.10694,https://arxiv.org/abs/1804.10694,"b'Abstract:  This paper introduces Tiramisu, a polyhedral framework designed to generate\nhigh performance code for multiple platforms including multicores, GPUs, and\ndistributed machines. Tiramisu introduces a scheduling language with novel\nextensions to explicitly manage the complexities that arise when targeting\nthese systems. The framework is designed for the areas of image processing,\nstencils, linear algebra and deep learning. Tiramisu has two main features: it\nrelies on a flexible representation based on the polyhedral model and it has a\nrich scheduling language allowing fine-grained control of optimizations.\nTiramisu uses a four-level intermediate representation that allows full\nseparation between the algorithms, loop transformations, data layouts, and\ncommunication. This separation simplifies targeting multiple hardware\narchitectures with the same algorithm. We evaluate Tiramisu by writing a set of\nimage processing, deep learning, and linear algebra benchmarks and compare them\nwith state-of-the-art compilers and hand-tuned libraries. We show that Tiramisu\nmatches or outperforms existing compilers and libraries on different hardware\narchitectures, including multicore CPUs, GPUs, and distributed machines.'"
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1804.10112,https://arxiv.org/abs/1804.10112,"b'Abstract:  This paper shows how to build a sparse tensor algebra compiler that is\nagnostic to tensor formats (data layouts). We develop an interface that\ndescribes formats in terms of their capabilities and properties, and show how\nto build a modular code generator where new formats can be added as plugins. We\nthen describe six implementations of the interface that compose to form the\ndense, CSR/CSF, COO, DIA, ELL, and HASH tensor formats and countless variants\nthereof. With these implementations at hand, our code generator can generate\ncode to compute any tensor algebra expression on any combination of the\naforementioned formats.\nTo demonstrate our technique, we have implemented it in the taco tensor\nalgebra compiler. Our modular code generator design makes it simple to add\nsupport for new tensor formats, and the performance of the generated code is\ncompetitive with hand-optimized implementations. Furthermore, by extending taco\nto support a wider range of formats specialized for different application and\ndata characteristics, we can improve end-user application performance. For\nexample, if input data is provided in the COO format, our technique allows\ncomputing a single matrix-vector multiplication directly with the data in COO,\nwhich is up to 3.6$\\times$ faster than by first converting the data to CSR.'"
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1804.08733,https://arxiv.org/abs/1804.08733,"b""Abstract:  Modern microprocessors are equipped with single instruction multiple data\n(SIMD) or vector instruction sets which allow compilers to exploit superword\nlevel parallelism (SLP), a type of fine-grained parallelism. Current SLP\nauto-vectorization techniques use heuristics to discover vectorization\nopportunities in high-level language code. These heuristics are fragile, local\nand typically only present one vectorization strategy that is either accepted\nor rejected by a cost model. We present goSLP, a novel SLP auto-vectorization\nframework which solves the statement packing problem in a pairwise optimal\nmanner. Using an integer linear programming (ILP) solver, goSLP searches the\nentire space of statement packing opportunities for a whole function at a time,\nwhile limiting total compilation time to a few minutes. Furthermore, goSLP\noptimally solves the vector permutation selection problem using dynamic\nprogramming. We implemented goSLP in the LLVM compiler infrastructure,\nachieving a geometric mean speedup of 7.58% on SPEC2017fp, 2.42% on SPEC2006fp\nand 4.07% on NAS benchmarks compared to LLVM's existing SLP auto-vectorizer."""
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1803.07244,https://arxiv.org/abs/1803.07244,"b'Abstract:  In this position paper, we describe our vision of the future of machine\nprogramming through a categorical examination of three pillars of research.\nThose pillars are: (i) intention, (ii) invention, and(iii) adaptation.\nIntention emphasizes advancements in the human-to-computer and\ncomputer-to-machine-learning interfaces. Invention emphasizes the creation or\nrefinement of algorithms or core hardware and software building blocks through\nmachine learning (ML). Adaptation emphasizes advances in the use of ML-based\nconstructs to autonomously evolve software.'"
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1803.00419,https://arxiv.org/abs/1803.00419,"b'Abstract:  High-performance DSL developers work hard to take advantage of modern\nhardware. The DSL compilers have to build their own complex middle-ends before\nthey can target a common back-end such as LLVM, which only handles single\ninstruction streams with SIMD instructions. We introduce Tiramisu, a common\nmiddle-end that can generate efficient code for modern processors and\naccelerators such as multicores, GPUs, FPGAs and distributed clusters. Tiramisu\nintroduces a novel three-level IR that separates the algorithm, how that\nalgorithm is executed, and where intermediate data are stored. This separation\nsimplifies optimization and makes targeting multiple hardware architectures\nfrom the same algorithm easier. As a result, DSL compilers can be made\nconsiderably less complex with no loss of performance while immediately\ntargeting multiple hardware or hardware combinations such as distributed nodes\nwith both CPUs and GPUs. We evaluated Tiramisu by creating a new middle-end for\nthe Halide and Julia compilers. We show that Tiramisu extends Halide and Julia\nwith many new capabilities including the ability to: express new algorithms\n(such as recurrent filters and non-rectangular iteration spaces), perform new\ncomplex loop nest transformations (such as wavefront parallelization, loop\nshifting and loop fusion) and generate efficient code for more architectures\n(such as combinations of distributed clusters, multicores, GPUs and FPGAs).\nFinally, we demonstrate that Tiramisu can generate very efficient code that\nmatches the highly optimized Intel MKL gemm (generalized matrix multiplication)\nimplementation, we also show speedups reaching 4X in Halide and 16X in Julia\ndue to optimizations enabled by Tiramisu.'"
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1802.10574,https://arxiv.org/abs/1802.10574,"b'Abstract:  This paper shows how to optimize sparse tensor algebraic expressions by\nintroducing temporary tensors, called workspaces, into the resulting loop\nnests. We develop a new intermediate language for tensor operations called\nconcrete index notation that extends tensor index notation. Concrete index\nnotation expresses when and where sub-computations occur and what tensor they\nare stored into. We then describe the workspace optimization in this language,\nand how to compile it to sparse code by building on prior work in the\nliterature.\nWe demonstrate the importance of the optimization on several important sparse\ntensor kernels, including sparse matrix-matrix multiplication (SpMM), sparse\ntensor addition (SpAdd), and the matricized tensor times Khatri-Rao product\n(MTTKRP) used to factorize tensors. Our results show improvements over prior\nwork on tensor algebra compilation and brings the performance of these kernels\non par with state-of-the-art hand-optimized implementations. For example, SpMM\nwas not supported by prior tensor algebra compilers, the performance of MTTKRP\non the nell-2 data set improves by 35%, and MTTKRP can for the first time have\nsparse results.'"
Saman Amarasinghe,Amarasinghe_Saman,arXiv:1709.06416,https://arxiv.org/abs/1709.06416,"b'Abstract:  Data analytics applications combine multiple functions from different\nlibraries and frameworks. Even when each function is optimized in isolation,\nthe performance of the combined application can be an order of magnitude below\nhardware limits due to extensive data movement across these functions. To\naddress this problem, we propose Weld, a new interface between data-intensive\nlibraries that can optimize across disjoint libraries and functions. Weld\nexposes a lazily-evaluated API where diverse functions can submit their\ncomputations in a simple but general intermediate representation that captures\ntheir data-parallel structure. It then optimizes data movement across these\nfunctions and emits efficient code for diverse hardware. Weld can be integrated\ninto existing frameworks such as Spark, TensorFlow, Pandas and NumPy without\nchanging their user-facing APIs. We demonstrate that Weld can speed up\napplications using these frameworks by up to 29x.'"
